province,Item,country,confirmed,deaths,active,date,lat,lon,Población
Morelos,1291,Mexico,37132,3665,33467,08/04/2021,18.68,-99.1,2065014
San Luis Potosi,1292,Mexico,71431,5522,65909,08/04/2021,22.16,-100.99,1761389
Nuevo Leon,1293,Mexico,143529,10174,133355,08/04/2021,25.59,-100,1306145
Quintana Roo,1294,Mexico,44171,3336,40835,08/04/2021,19.18,-88.48,1761389
Hidalgo,1295,Mexico,44669,6438,38231,08/04/2021,20.09,-98.76,3121355
Jalisco,1296,Mexico,106911,13135,93776,08/04/2021,20.66,-103.35,8490806
Chiapas,1297,Mexico,14780,1768,13012,08/04/2021,16.76,-93.13,5812375
Tabasco,1298,Mexico,88127,4443,83684,08/04/2021,17.84,-92.62,2599658
Veracruz,1299,Mexico,81047,10707,70340,08/04/2021,19.17,-96.13,1395545
Coahuila,1300,Mexico,73209,6545,66664,08/04/2021,27.06,-101.71,9003827
Guanajuato,1301,Mexico,138946,11174,127772,08/04/2021,21.02,-101.26,6280645
Ciudad de Mexico,1302,Mexico,788997,35745,753252,08/04/2021,19.43,-99.13,3836506
Michoacan,1303,Mexico,54036,6188,47848,08/04/2021,19.57,-101.71,8490806
Puebla,1304,Mexico,91430,12492,78938,08/04/2021,19.04,-98.21,6664764
Guerrero,1305,Mexico,52303,4823,47480,08/04/2021,17.44,-99.55,3668973
Durango,1306,Mexico,37629,2539,35090,08/04/2021,24.56,-104.66,1884622
Campeche,1307,Mexico,14792,1460,13332,08/04/2021,19.83,-90.53,1017011
Mexico,1308,Mexico,293257,38344,254913,08/04/2021,19.5,-99.72,8490806
Oaxaca,1309,Mexico,55456,4167,51289,08/04/2021,17.07,-96.73,4165619
Tamaulipas,1310,Mexico,73374,5519,67855,08/04/2021,24.27,-98.84,3679623
Colima,1311,Mexico,16208,1265,14943,08/04/2021,19.12,-104.01,797245
Sonora,1312,Mexico,89012,7040,81972,08/04/2021,29.3,-110.33,3111119
Tabasco,1313,Mexico,88736,4454,84282,08/05/2021,17.84,-92.62,2599658
Jalisco,1314,Mexico,107973,13179,94794,08/05/2021,20.66,-103.35,8490806
Queretaro,1315,Mexico,74229,4587,69642,08/05/2021,20.59,-100.39,6664764
Baja California,1316,Mexico,52895,8923,43972,08/05/2021,30.84,-115.28,3690160
Nuevo Leon,1317,Mexico,144508,10203,134305,08/05/2021,25.59,-100,1306145
Tamaulipas,1318,Mexico,73656,5529,68127,08/05/2021,24.27,-98.84,3679623
Campeche,1319,Mexico,14930,1472,13458,08/05/2021,19.83,-90.53,1017011
Colima,1320,Mexico,16620,1272,15348,08/05/2021,19.12,-104.01,797245
Guanajuato,1321,Mexico,139494,11179,128315,08/05/2021,21.02,-101.26,6280645
Yucatan,1322,Mexico,54816,4564,50252,08/05/2021,20.71,-89.09,8588469
Quintana Roo,1323,Mexico,44559,3343,41216,08/05/2021,19.18,-88.48,1761389
Morelos,1324,Mexico,37316,3666,33650,08/05/2021,18.68,-99.1,2065014
Sonora,1325,Mexico,89572,7071,82501,08/05/2021,29.3,-110.33,3111119
Mexico,1326,Mexico,295320,38406,256914,08/05/2021,19.5,-99.72,8490806
San Luis Potosi,1327,Mexico,71930,5532,66398,08/05/2021,22.16,-100.99,1761389
Coahuila,1328,Mexico,73509,6552,66957,08/05/2021,27.06,-101.71,9003827
Hidalgo,1329,Mexico,44992,6447,38545,08/05/2021,20.09,-98.76,3121355
Zacatecas,1330,Mexico,33598,2938,30660,08/05/2021,22.77,-102.58,1677911
Oaxaca,1331,Mexico,55958,4175,51783,08/05/2021,17.07,-96.73,4165619
Aguascalientes,1332,Mexico,28044,2496,25548,08/05/2021,21.89,-102.29,1453452
Guerrero,1333,Mexico,53073,4864,48209,08/05/2021,17.44,-99.55,3668973
Puebla,1334,Mexico,91813,12508,79305,08/05/2021,19.04,-98.21,6664764
Veracruz,1335,Mexico,81775,10805,70970,08/05/2021,19.17,-96.13,1395545
Nayarit,1336,Mexico,19751,2043,17708,08/05/2021,21.75,-104.85,1306145
Baja California Sur,1337,Mexico,49699,2004,47695,08/05/2021,26.04,-111.67,821059
Chiapas,1338,Mexico,14990,1782,13208,08/05/2021,16.76,-93.13,5812375
Tlaxcala,1339,Mexico,21426,2618,18808,08/05/2021,19.31,-98.24,1395545
Ciudad de Mexico,1340,Mexico,793882,35813,758069,08/05/2021,19.43,-99.13,3836506
Michoacan,1341,Mexico,54410,6211,48199,08/05/2021,19.57,-101.71,8490806
Sinaloa,1342,Mexico,58515,7092,51423,08/05/2021,25.17,-107.48,3181609
Chihuahua,1343,Mexico,60483,7663,52820,08/05/2021,28.63,-106.07,3836506
Durango,1344,Mexico,37937,2545,35392,08/05/2021,24.56,-104.66,1884622
Jalisco,1345,Mexico,109128,13246,95882,08/06/2021,20.66,-103.35,8490806
Queretaro,1346,Mexico,74460,4592,69868,08/06/2021,20.59,-100.39,6664764
Michoacan,1347,Mexico,54823,6233,48590,08/06/2021,19.57,-101.71,8490806
Chihuahua,1348,Mexico,60595,7667,52928,08/06/2021,28.63,-106.07,3836506
Sonora,1349,Mexico,90022,7085,82937,08/06/2021,29.3,-110.33,3111119
Sinaloa,1350,Mexico,59046,7117,51929,08/06/2021,25.17,-107.48,3181609
Mexico,1351,Mexico,297540,38509,259031,08/06/2021,19.5,-99.72,8490806
Durango,1352,Mexico,38251,2560,35691,08/06/2021,24.56,-104.66,1884622
Quintana Roo,1353,Mexico,45039,3359,41680,08/06/2021,19.18,-88.48,1761389
Nayarit,1354,Mexico,20362,2063,18299,08/06/2021,21.75,-104.85,1306145
Oaxaca,1355,Mexico,56456,4185,52271,08/06/2021,17.07,-96.73,4165619
Nuevo Leon,1356,Mexico,145738,10218,135520,08/06/2021,25.59,-100,1306145
Guanajuato,1357,Mexico,140012,11186,128826,08/06/2021,21.02,-101.26,6280645
Morelos,1358,Mexico,37451,3673,33778,08/06/2021,18.68,-99.1,2065014
Zacatecas,1359,Mexico,33765,2944,30821,08/06/2021,22.77,-102.58,1677911
Hidalgo,1360,Mexico,45390,6464,38926,08/06/2021,20.09,-98.76,3121355
Aguascalientes,1361,Mexico,28189,2497,25692,08/06/2021,21.89,-102.29,1453452
Colima,1362,Mexico,17036,1278,15758,08/06/2021,19.12,-104.01,797245
Tlaxcala,1363,Mexico,21506,2619,18887,08/06/2021,19.31,-98.24,1395545
Coahuila,1364,Mexico,73804,6561,67243,08/06/2021,27.06,-101.71,9003827
Baja California Sur,1365,Mexico,50027,2013,48014,08/06/2021,26.04,-111.67,821059
Veracruz,1366,Mexico,82666,10851,71815,08/06/2021,19.17,-96.13,1395545
Baja California,1367,Mexico,53025,8927,44098,08/06/2021,30.84,-115.28,3690160
Campeche,1368,Mexico,15109,1484,13625,08/06/2021,19.83,-90.53,1017011
Tamaulipas,1369,Mexico,74044,5541,68503,08/06/2021,24.27,-98.84,3679623
San Luis Potosi,1370,Mexico,72498,5540,66958,08/06/2021,22.16,-100.99,1761389
Puebla,1371,Mexico,92228,12523,79705,08/06/2021,19.04,-98.21,6664764
Yucatan,1372,Mexico,55094,4603,50491,08/06/2021,20.71,-89.09,8588469
Ciudad de Mexico,1373,Mexico,799306,35874,763432,08/06/2021,19.43,-99.13,3836506
Guerrero,1374,Mexico,53919,4882,49037,08/06/2021,17.44,-99.55,3668973
Tabasco,1375,Mexico,89316,4460,84856,08/06/2021,17.84,-92.62,2599658
Chiapas,1376,Mexico,15249,1793,13456,08/06/2021,16.76,-93.13,5812375
Baja California Sur,1377,Mexico,50280,2030,48250,08/07/2021,26.04,-111.67,821059
Ciudad de Mexico,1378,Mexico,804298,35964,768334,08/07/2021,19.43,-99.13,3836506
Jalisco,1379,Mexico,110504,13301,97203,08/07/2021,20.66,-103.35,8490806
Sonora,1380,Mexico,90477,7104,83373,08/07/2021,29.3,-110.33,3111119
Nayarit,1381,Mexico,20990,2089,18901,08/07/2021,21.75,-104.85,1306145
Coahuila,1382,Mexico,74196,6574,67622,08/07/2021,27.06,-101.71,9003827
Veracruz,1383,Mexico,83523,10878,72645,08/07/2021,19.17,-96.13,1395545
San Luis Potosi,1384,Mexico,73208,5547,67661,08/07/2021,22.16,-100.99,1761389
Zacatecas,1385,Mexico,33979,2946,31033,08/07/2021,22.77,-102.58,1677911
Puebla,1386,Mexico,92803,12538,80265,08/07/2021,19.04,-98.21,6664764
Morelos,1387,Mexico,37708,3679,34029,08/07/2021,18.68,-99.1,2065014
Quintana Roo,1388,Mexico,45510,3372,42138,08/07/2021,19.18,-88.48,1761389
Sinaloa,1389,Mexico,59525,7140,52385,08/07/2021,25.17,-107.48,3181609
Chihuahua,1390,Mexico,60699,7673,53026,08/07/2021,28.63,-106.07,3836506
Tamaulipas,1391,Mexico,74529,5554,68975,08/07/2021,24.27,-98.84,3679623
Yucatan,1392,Mexico,55378,4619,50759,08/07/2021,20.71,-89.09,8588469
Campeche,1393,Mexico,15221,1484,13737,08/07/2021,19.83,-90.53,1017011
Michoacan,1394,Mexico,55253,6245,49008,08/07/2021,19.57,-101.71,8490806
Guanajuato,1395,Mexico,140597,11196,129401,08/07/2021,21.02,-101.26,6280645
Guerrero,1396,Mexico,54719,4922,49797,08/07/2021,17.44,-99.55,3668973
Mexico,1397,Mexico,299839,38612,261227,08/07/2021,19.5,-99.72,8490806
Oaxaca,1398,Mexico,56840,4203,52637,08/07/2021,17.07,-96.73,4165619
Tabasco,1399,Mexico,89990,4470,85520,08/07/2021,17.84,-92.62,2599658
Colima,1400,Mexico,17413,1285,16128,08/07/2021,19.12,-104.01,797245
Nuevo Leon,1401,Mexico,147299,10249,137050,08/07/2021,25.59,-100,1306145
Queretaro,1402,Mexico,74801,4599,70202,08/07/2021,20.59,-100.39,6664764
Hidalgo,1403,Mexico,45757,6475,39282,08/07/2021,20.09,-98.76,3121355
Aguascalientes,1404,Mexico,28361,2500,25861,08/07/2021,21.89,-102.29,1453452
Tlaxcala,1405,Mexico,21649,2621,19028,08/07/2021,19.31,-98.24,1395545
Baja California,1406,Mexico,53166,8929,44237,08/07/2021,30.84,-115.28,3690160
Durango,1407,Mexico,38581,2562,36019,08/07/2021,24.56,-104.66,1884622
Chiapas,1408,Mexico,15570,1805,13765,08/07/2021,16.76,-93.13,5812375
Nuevo Leon,1409,Mexico,148789,10267,138522,08/08/2021,25.59,-100,1306145
Nayarit,1410,Mexico,21562,2095,19467,08/08/2021,21.75,-104.85,1306145
Hidalgo,1411,Mexico,46146,6492,39654,08/08/2021,20.09,-98.76,3121355
Oaxaca,1412,Mexico,57330,4211,53119,08/08/2021,17.07,-96.73,4165619
Jalisco,1413,Mexico,111809,13356,98453,08/08/2021,20.66,-103.35,8490806
Yucatan,1414,Mexico,55638,4633,51005,08/08/2021,20.71,-89.09,8588469
Ciudad de Mexico,1415,Mexico,809616,36028,773588,08/08/2021,19.43,-99.13,3836506
Baja California Sur,1416,Mexico,50494,2046,48448,08/08/2021,26.04,-111.67,821059
Zacatecas,1417,Mexico,34222,2950,31272,08/08/2021,22.77,-102.58,1677911
Chiapas,1418,Mexico,15913,1817,14096,08/08/2021,16.76,-93.13,5812375
Guanajuato,1419,Mexico,141120,11202,129918,08/08/2021,21.02,-101.26,6280645
Tlaxcala,1420,Mexico,21767,2622,19145,08/08/2021,19.31,-98.24,1395545
Sinaloa,1421,Mexico,60057,7177,52880,08/08/2021,25.17,-107.48,3181609
Coahuila,1422,Mexico,74540,6579,67961,08/08/2021,27.06,-101.71,9003827
Baja California,1423,Mexico,53302,8931,44371,08/08/2021,30.84,-115.28,3690160
San Luis Potosi,1424,Mexico,73938,5555,68383,08/08/2021,22.16,-100.99,1761389
Sonora,1425,Mexico,90997,7116,83881,08/08/2021,29.3,-110.33,3111119
Aguascalientes,1426,Mexico,28502,2501,26001,08/08/2021,21.89,-102.29,1453452
Mexico,1427,Mexico,301988,38700,263288,08/08/2021,19.5,-99.72,8490806
Tamaulipas,1428,Mexico,74933,5566,69367,08/08/2021,24.27,-98.84,3679623
Michoacan,1429,Mexico,55732,6270,49462,08/08/2021,19.57,-101.71,8490806
Durango,1430,Mexico,38869,2562,36307,08/08/2021,24.56,-104.66,1884622
Queretaro,1431,Mexico,75236,4615,70621,08/08/2021,20.59,-100.39,6664764
Veracruz,1432,Mexico,84414,10926,73488,08/08/2021,19.17,-96.13,1395545
Chihuahua,1433,Mexico,60852,7676,53176,08/08/2021,28.63,-106.07,3836506
Puebla,1434,Mexico,93339,12559,80780,08/08/2021,19.04,-98.21,6664764
Morelos,1435,Mexico,37927,3680,34247,08/08/2021,18.68,-99.1,2065014
Quintana Roo,1436,Mexico,46000,3387,42613,08/08/2021,19.18,-88.48,1761389
Tabasco,1437,Mexico,90554,4477,86077,08/08/2021,17.84,-92.62,2599658
Campeche,1438,Mexico,15382,1492,13890,08/08/2021,19.83,-90.53,1017011
Guerrero,1439,Mexico,55428,4952,50476,08/08/2021,17.44,-99.55,3668973
Colima,1440,Mexico,17830,1293,16537,08/08/2021,19.12,-104.01,797245
Aguascalientes,1441,Mexico,28586,2504,26082,08/09/2021,21.89,-102.29,1453452
Zacatecas,1442,Mexico,34394,2954,31440,08/09/2021,22.77,-102.58,1677911
Yucatan,1443,Mexico,55905,4641,51264,08/09/2021,20.71,-89.09,8588469
Sinaloa,1444,Mexico,60583,7208,53375,08/09/2021,25.17,-107.48,3181609
Michoacan,1445,Mexico,56307,6288,50019,08/09/2021,19.57,-101.71,8490806
Coahuila,1446,Mexico,74859,6582,68277,08/09/2021,27.06,-101.71,9003827
Sonora,1447,Mexico,91389,7123,84266,08/09/2021,29.3,-110.33,3111119
Tamaulipas,1448,Mexico,75488,5571,69917,08/09/2021,24.27,-98.84,3679623
Oaxaca,1449,Mexico,57649,4225,53424,08/09/2021,17.07,-96.73,4165619
Tlaxcala,1450,Mexico,21936,2622,19314,08/09/2021,19.31,-98.24,1395545
Baja California,1451,Mexico,53448,8939,44509,08/09/2021,30.84,-115.28,3690160
Quintana Roo,1452,Mexico,46405,3402,43003,08/09/2021,19.18,-88.48,1761389
Morelos,1453,Mexico,38144,3684,34460,08/09/2021,18.68,-99.1,2065014
San Luis Potosi,1454,Mexico,74594,5562,69032,08/09/2021,22.16,-100.99,1761389
Nayarit,1455,Mexico,22067,2114,19953,08/09/2021,21.75,-104.85,1306145
Queretaro,1456,Mexico,75615,4620,70995,08/09/2021,20.59,-100.39,6664764
Hidalgo,1457,Mexico,46529,6509,40020,08/09/2021,20.09,-98.76,3121355
Jalisco,1458,Mexico,112855,13408,99447,08/09/2021,20.66,-103.35,8490806
Campeche,1459,Mexico,15578,1498,14080,08/09/2021,19.83,-90.53,1017011
Nuevo Leon,1460,Mexico,150353,10288,140065,08/09/2021,25.59,-100,1306145
Chiapas,1461,Mexico,16206,1821,14385,08/09/2021,16.76,-93.13,5812375
Tabasco,1462,Mexico,91193,4484,86709,08/09/2021,17.84,-92.62,2599658
Guanajuato,1463,Mexico,141582,11215,130367,08/09/2021,21.02,-101.26,6280645
Baja California Sur,1464,Mexico,50736,2059,48677,08/09/2021,26.04,-111.67,821059
Ciudad de Mexico,1465,Mexico,814132,36093,778039,08/09/2021,19.43,-99.13,3836506
Puebla,1466,Mexico,93889,12576,81313,08/09/2021,19.04,-98.21,6664764
Colima,1467,Mexico,18232,1298,16934,08/09/2021,19.12,-104.01,797245
Durango,1468,Mexico,39048,2573,36475,08/09/2021,24.56,-104.66,1884622
Guerrero,1469,Mexico,56244,4988,51256,08/09/2021,17.44,-99.55,3668973
Chihuahua,1470,Mexico,60980,7676,53304,08/09/2021,28.63,-106.07,3836506
Veracruz,1471,Mexico,85370,10956,74414,08/09/2021,19.17,-96.13,1395545
Mexico,1472,Mexico,303948,38767,265181,08/09/2021,19.5,-99.72,8490806
Queretaro,1473,Mexico,75756,4625,71131,08/10/2021,20.59,-100.39,6664764
Colima,1474,Mexico,18360,1300,17060,08/10/2021,19.12,-104.01,797245
Baja California Sur,1475,Mexico,50789,2059,48730,08/10/2021,26.04,-111.67,821059
Hidalgo,1476,Mexico,46694,6515,40179,08/10/2021,20.09,-98.76,3121355
Durango,1477,Mexico,39105,2573,36532,08/10/2021,24.56,-104.66,1884622
Baja California,1478,Mexico,53517,8940,44577,08/10/2021,30.84,-115.28,3690160
Morelos,1479,Mexico,38175,3685,34490,08/10/2021,18.68,-99.1,2065014
Guanajuato,1480,Mexico,141640,11215,130425,08/10/2021,21.02,-101.26,6280645
Guerrero,1481,Mexico,56493,4988,51505,08/10/2021,17.44,-99.55,3668973
Sinaloa,1482,Mexico,60851,7221,53630,08/10/2021,25.17,-107.48,3181609
Yucatan,1483,Mexico,55988,4643,51345,08/10/2021,20.71,-89.09,8588469
San Luis Potosi,1484,Mexico,74987,5562,69425,08/10/2021,22.16,-100.99,1761389
Aguascalientes,1485,Mexico,28593,2504,26089,08/10/2021,21.89,-102.29,1453452
Coahuila,1486,Mexico,74949,6586,68363,08/10/2021,27.06,-101.71,9003827
Chiapas,1487,Mexico,16302,1824,14478,08/10/2021,16.76,-93.13,5812375
Jalisco,1488,Mexico,113193,13427,99766,08/10/2021,20.66,-103.35,8490806
Nuevo Leon,1489,Mexico,150836,10295,140541,08/10/2021,25.59,-100,1306145
Tabasco,1490,Mexico,91749,4490,87259,08/10/2021,17.84,-92.62,2599658
Tamaulipas,1491,Mexico,75639,5572,70067,08/10/2021,24.27,-98.84,3679623
Ciudad de Mexico,1492,Mexico,815833,36116,779717,08/10/2021,19.43,-99.13,3836506
Chihuahua,1493,Mexico,60992,7676,53316,08/10/2021,28.63,-106.07,3836506
Mexico,1494,Mexico,304441,38791,265650,08/10/2021,19.5,-99.72,8490806
Puebla,1495,Mexico,94191,12584,81607,08/10/2021,19.04,-98.21,6664764
Veracruz,1496,Mexico,85690,10962,74728,08/10/2021,19.17,-96.13,1395545
Quintana Roo,1497,Mexico,46704,3411,43293,08/10/2021,19.18,-88.48,1761389
Campeche,1498,Mexico,15688,1503,14185,08/10/2021,19.83,-90.53,1017011
Tlaxcala,1499,Mexico,22019,2622,19397,08/10/2021,19.31,-98.24,1395545
Sonora,1500,Mexico,91700,7128,84572,08/10/2021,29.3,-110.33,3111119
Michoacan,1501,Mexico,56497,6297,50200,08/10/2021,19.57,-101.71,8490806
Oaxaca,1502,Mexico,57749,4228,53521,08/10/2021,17.07,-96.73,4165619
Zacatecas,1503,Mexico,34494,2954,31540,08/10/2021,22.77,-102.58,1677911
Nayarit,1504,Mexico,22203,2124,20079,08/10/2021,21.75,-104.85,1306145
Morelos,1505,Mexico,38200,3690,34510,08/11/2021,18.68,-99.1,2065014
Durango,1506,Mexico,39155,2573,36582,08/11/2021,24.56,-104.66,1884622
Sinaloa,1507,Mexico,60984,7233,53751,08/11/2021,25.17,-107.48,3181609
Jalisco,1508,Mexico,113373,13434,99939,08/11/2021,20.66,-103.35,8490806
Baja California,1509,Mexico,53536,8941,44595,08/11/2021,30.84,-115.28,3690160
Guanajuato,1510,Mexico,141704,11215,130489,08/11/2021,21.02,-101.26,6280645
Puebla,1511,Mexico,94393,12588,81805,08/11/2021,19.04,-98.21,6664764
Veracruz,1512,Mexico,86359,10972,75387,08/11/2021,19.17,-96.13,1395545
Chiapas,1513,Mexico,16496,1833,14663,08/11/2021,16.76,-93.13,5812375
Yucatan,1514,Mexico,56028,4651,51377,08/11/2021,20.71,-89.09,8588469
San Luis Potosi,1515,Mexico,75220,5564,69656,08/11/2021,22.16,-100.99,1761389
Zacatecas,1516,Mexico,34525,2954,31571,08/11/2021,22.77,-102.58,1677911
Aguascalientes,1517,Mexico,28596,2504,26092,08/11/2021,21.89,-102.29,1453452
Hidalgo,1518,Mexico,46841,6534,40307,08/11/2021,20.09,-98.76,3121355
Queretaro,1519,Mexico,75823,4625,71198,08/11/2021,20.59,-100.39,6664764
Chihuahua,1520,Mexico,61004,7676,53328,08/11/2021,28.63,-106.07,3836506
Michoacan,1521,Mexico,56560,6300,50260,08/11/2021,19.57,-101.71,8490806
Ciudad de Mexico,1522,Mexico,817561,36171,781390,08/11/2021,19.43,-99.13,3836506
Baja California Sur,1523,Mexico,50816,2059,48757,08/11/2021,26.04,-111.67,821059
Tlaxcala,1524,Mexico,22071,2622,19449,08/11/2021,19.31,-98.24,1395545
Campeche,1525,Mexico,15761,1511,14250,08/11/2021,19.83,-90.53,1017011
Coahuila,1526,Mexico,75048,6588,68460,08/11/2021,27.06,-101.71,9003827
Colima,1527,Mexico,18466,1307,17159,08/11/2021,19.12,-104.01,797245
Oaxaca,1528,Mexico,57849,4233,53616,08/11/2021,17.07,-96.73,4165619
Mexico,1529,Mexico,304869,38842,266027,08/11/2021,19.5,-99.72,8490806
Sonora,1530,Mexico,91887,7135,84752,08/11/2021,29.3,-110.33,3111119
Tabasco,1531,Mexico,92364,4498,87866,08/11/2021,17.84,-92.62,2599658
Nuevo Leon,1532,Mexico,151191,10328,140863,08/11/2021,25.59,-100,1306145
Guerrero,1533,Mexico,56725,4992,51733,08/11/2021,17.44,-99.55,3668973
Quintana Roo,1534,Mexico,46785,3418,43367,08/11/2021,19.18,-88.48,1761389
Nayarit,1535,Mexico,22314,2124,20190,08/11/2021,21.75,-104.85,1306145
Tamaulipas,1536,Mexico,75826,5575,70251,08/11/2021,24.27,-98.84,3679623
Nuevo Leon,1537,Mexico,152494,10391,142103,08/12/2021,25.59,-100,1306145
Michoacan,1538,Mexico,56992,6319,50673,08/12/2021,19.57,-101.71,8490806
Mexico,1539,Mexico,306703,38949,267754,08/12/2021,19.5,-99.72,8490806
Tlaxcala,1540,Mexico,22202,2622,19580,08/12/2021,19.31,-98.24,1395545
Veracruz,1541,Mexico,86926,11014,75912,08/12/2021,19.17,-96.13,1395545
Sinaloa,1542,Mexico,61463,7267,54196,08/12/2021,25.17,-107.48,3181609
Durango,1543,Mexico,39510,2579,36931,08/12/2021,24.56,-104.66,1884622
Yucatan,1544,Mexico,56275,4661,51614,08/12/2021,20.71,-89.09,8588469
Hidalgo,1545,Mexico,47258,6557,40701,08/12/2021,20.09,-98.76,3121355
Aguascalientes,1546,Mexico,28746,2516,26230,08/12/2021,21.89,-102.29,1453452
Quintana Roo,1547,Mexico,47155,3428,43727,08/12/2021,19.18,-88.48,1761389
San Luis Potosi,1548,Mexico,76002,5569,70433,08/12/2021,22.16,-100.99,1761389
Baja California Sur,1549,Mexico,51019,2069,48950,08/12/2021,26.04,-111.67,821059
Coahuila,1550,Mexico,75379,6592,68787,08/12/2021,27.06,-101.71,9003827
Nayarit,1551,Mexico,22784,2144,20640,08/12/2021,21.75,-104.85,1306145
Tamaulipas,1552,Mexico,76313,5589,70724,08/12/2021,24.27,-98.84,3679623
Guerrero,1553,Mexico,57502,5019,52483,08/12/2021,17.44,-99.55,3668973
Jalisco,1554,Mexico,114281,13517,100764,08/12/2021,20.66,-103.35,8490806
Campeche,1555,Mexico,15865,1516,14349,08/12/2021,19.83,-90.53,1017011
Colima,1556,Mexico,18909,1321,17588,08/12/2021,19.12,-104.01,797245
Puebla,1557,Mexico,94890,12620,82270,08/12/2021,19.04,-98.21,6664764
Queretaro,1558,Mexico,76190,4645,71545,08/12/2021,20.59,-100.39,6664764
Oaxaca,1559,Mexico,58348,4245,54103,08/12/2021,17.07,-96.73,4165619
Baja California,1560,Mexico,53646,8950,44696,08/12/2021,30.84,-115.28,3690160
Guanajuato,1561,Mexico,142325,11225,131100,08/12/2021,21.02,-101.26,6280645
Chiapas,1562,Mexico,16679,1839,14840,08/12/2021,16.76,-93.13,5812375
Morelos,1563,Mexico,38423,3691,34732,08/12/2021,18.68,-99.1,2065014
Ciudad de Mexico,1564,Mexico,822336,36290,786046,08/12/2021,19.43,-99.13,3836506
Zacatecas,1565,Mexico,34689,2963,31726,08/12/2021,22.77,-102.58,1677911
Tabasco,1566,Mexico,93138,4517,88621,08/12/2021,17.84,-92.62,2599658
Chihuahua,1567,Mexico,61158,7689,53469,08/12/2021,28.63,-106.07,3836506
Sonora,1568,Mexico,92285,7163,85122,08/12/2021,29.3,-110.33,3111119
